"Class? (MATH 143, PSY 202, etc)",Book Title,Book Author,Edition,Link,ISBN
ENGL 133,Everyone's An Author With Readings,Andrea Lunsford,3,https://drive.google.com/open?id=1gt2-Ov4M1pUHq9uJBiN6Eec5_CbiB37H,9780393420838
ENGL 133,Everyone's An Author With Readings,Andrea Lunsford,2nd,http://library1.ga/_ads/888012F758825511CFE697B4CB5F8628,9780393265293
ENGL 134,Everyone's an Author with Readings,Andrea Lunsford,2,https://drive.google.com/open?id=18zEJamSmmYmF6yNdT1WMv05uwolGYXvF,9780393265293
ENGL 134,The Little Seagull,"Richard Bullock, Michal Brody",3rd,https://archive.org/details/RichardBullockMichalBrodyTheLittleSeagullHadbook3ed/page/n7,9780393602630
ENGL 134,The Little Seagull,"Richard Bullock, Michal Brody",3rd,https://archive.org/stream/RichardBullockMichalBrodyTheLittleSeagullHadbook3ed/Richard%20Bullock%2C%20Michal%20Brody%2C%20The%20Little%20Seagull%20Hadbook%20%283ed%29_djvu.txt,9780393602630
ENGL 134,Fresh Voices: Composition at Cal Poly,Cal Poly English Department,,https://drive.google.com/open?id=1ncd7VW57CE4VWhJv4LIkcc35yG7VELUd,
ENGL 134,Fresh Voices: Compositions at Cal Poly,Cal Poly Students,,https://drive.google.com/open?id=1wOVwlJB18lOq4i--kg5vsXe6prjq371Y,
ENGL 134,Norton Field Guide To Writing,Richard Bullock,5,https://drive.google.com/open?id=1VVxwDqT6iCrfqcX_4Pmi2G3YgoGJlfTC,
ENGL 134,The little Norton reader : 50 essays from the first 50 years,Melissa A. Goldthwaite,,https://drive.google.com/open?id=1MRgy3ZMwyKXDwwBg9xKetUUO3jjnkCxU,
ENGL 134,The Norton Field Guide to Writing with Readings and Handbook,Bullock,5,https://drive.google.com/open?id=1eLSLEon13FrkHKW7u5WyxMimoT4RrE-j,9780393655803
ENGL 134,Unveiling Self - A Collection of Student Memoirs,Leslie St. John,,https://drive.google.com/open?id=1_YanurkWPCq3c1-6i20B7hV1EVi4Id7A,
ENGL 134,The Norton Field Guide to Writing with Readings and Handbook,"Richard Bullock, Maureen Daly Goggin, Francine Weinberg",4,https://drive.google.com/open?id=1oE_ymyi_Ybq-iFxr7rWtziqSz80yvOIt,
ENGL 134,They Say / I Say,"Gerald Graff, Cathy Birkenstein",3,https://drive.google.com/open?id=1WW3mOeZL56RtKDFl1DuVwzRsqRMdMsgN,
Engl 145,Elements of Arguments,Rottenberg and Winchell,13,https://drive.google.com/file/d/15x-dkfGo9JZH_T_KF_GdhUGHGgoU0mpB/view,
ENGL 145,Elements or Arguements,Rottenberg,13th,https://drive.google.com/file/d/15x-dkfGo9JZH_T_KF_GdhUGHGgoU0mpB/view?usp=sharing,
ENGL 145,"Frankenstein: Annotated for Scientists, Engineers, and Creators of All Kinds",Mary Shelley,1st,https://oapen.org/download?type=document&docid=628778,
Engl 145,Fresh Voices: Composition at Cal Poly 2024-2025,"Department of English, Composition Program, Cal Poly San Luis Obispo",Volume XVII,https://redshelf.com/book/2680706,
ENGL 145,The Best American Essays 2023,Robert Atmanand Vivian Gornick,2023,https://drive.google.com/file/d/1SNb_lXRy8dMqKiWoGEOP-uaOesC_9Hya/view?usp=sharing,
ENGL 145,They Say/I Say 5th Edition,Graff,5,"file:///Users/emelinerobbins/Downloads/They%20Say%20%20I%20Say%20(Gerald%20Graff,%20Cathy%20Birkenstein)%20(z-lib.org).pdf",
ENGL 145,Best American Essays,Wesley Morris,2024,https://drive.google.com/open?id=1TUKNdDyICEaNPB1cUjVWDWDBS44MA0uS,
ENGL 145,Elements of Argument,"Annette T. Rottenberg, Donna Haisty Winchell",12,https://drive.google.com/open?id=1BIUoV0ueVii_Y5UoNSQoGAZn4ABHHE9H,
ENGL 145,Everything's an Argument with Readings,Andrea A. Lunsford; John J. Ruszkiewicz; Keith Walters,8,https://drive.google.com/open?id=1RQvVqGWvlOCsVCnNfBn3OJQlMNC-5ktK,9781319105181
ENGL 145,Everything's an Argument with Readings,"Andrea A. Lunsford, John J. Ruszkiewicz",9,https://drive.google.com/open?id=1wT1M4OiyBPN5i-EEd2XIRZka_2fuZUTR,9781319244477
ENGL 145,So What? The Writer's Argument,"Kurt Schick, Laura Schubert",2,https://drive.google.com/open?id=13wzwvrGnmMmzxsR9s4Yuu_KIFSdn-8pf,
ENGL 145,They Say / I Say,"Gerald Graff, Cathy Birkenstein",5,https://drive.google.com/open?id=1vihUgnbk6LiBep6KR4LUyTRNRzbYFhKS,
ENGL 145,Who Says? The Writer's Research,"Deborah Holdstein, Danielle Aquilline",2,https://drive.google.com/open?id=1CexGdQyunnHY9RA2bRnmS_JcS1sFx4b6,9780190633479
ENGL 145,Writing Arguments: A Rhetoric with Readings,"Ramage, Bean, and Johnson",11,https://drive.google.com/open?id=18meEYCTYD9BZszIdlHwM4DE_3-aLkmiX,9780134760964
ENGL 145,"Writing Arguments: A Rhetoric with Readings, 11th edition. Pearson, 2019.","Ramage, Bean, and Johnson",11,https://drive.google.com/open?id=1HjDM6GmkSLE0otW3DnK8vzpTDFtTiYKt,9780134760964
ENGL 145,Being Logical: A Guide to To Good Thinking,D. Q. McInerny,Reprint,https://epdf.tips/being-logical-a-guide-to-good-thinking.html,
ENGL 145,Elements of Argument,Annette Rottenberg,10th,https://drive.google.com/file/d/1rrc3ksbaqzQIh6oX22C6Jj7ChrjTXGvk/view?usp=sharing,
ENGL 145,Writing Arguments,"Ramage, Bean, Johnson",10,https://drive.google.com/open?id=1Vnkm2H2AuQ17bXItvDL0XgwMkwh1ikB1,9780133881356
ENGL 147,Writing Arguments in STEM,Jason Peters et al,1,https://drive.google.com/open?id=1OWJM1ryiS8il8MQn29XpHOWo039kQRoH,
ENGL 149,Technical Communication,"Lannon, John M., and Laura J. Gurak.",13,https://drive.google.com/open?id=1_woVCd9zBwvCaCgnJ07OOr0M4IfkVstO,9780321909251
ENGL 149,Technical Communication,Mike Markel,11,https://drive.google.com/open?id=12wBbkRy7m4HqgJSCo8D5PviUkDHc8XQP,
ENGL 149,Technical Communication,John M. Lannon and Laura J. Gurak,14,https://drive.google.com/open?id=11lNBJMVVQJk5JWE4IfXP-kiPA3IW0soh,
ENGL 149,Strategies for Technical Communication in the Workplace,Gurak and Lannon,3,https://drive.google.com/file/d/1_g4fyLS-IhMmDEzhhEMl50NceQyIGL5g/view?usp=sharing,
ENGL 149,Technical Communications,Mike Markel,11,https://drive.google.com/open?id=1fGZfiuAiQO5oNBD6pl3Dj4Rp_9p38k_0,
ENGL 149,This Changes Everything,Naomi Klein,,https://ia802307.us.archive.org/34/items/pdfy-Skb-ch_k7psDm90Q/Naomi%20Klein%20-%20This%20Changes%20Everything.pdf,
ENGL 202,The Norton Introduction to Literature,Kelly J. Mays,,https://drive.google.com/open?id=1inpg9dW1cj4IIqNZ4IMhs1_vHP51NBag,
ENGL 251,Literature of the Western World: The Ancient World Through the Renaissance,B. Wilkie and J. Hurt,5,https://drive.google.com/open?id=1qYqoBIrjq8111Hd_hl9QdD0JQz8NVrUv,
ENGL 253,"Frankenstein, or The Modern Prometheus",Mary Wollstonecraft Shelley,,https://drive.google.com/open?id=1jZAEiqSVOFuURGkS5pVwgybw5VGPlLk-,
ENGL 290,A Concise Introduction to Linguistics,Rowe and Levine,4,https://drive.google.com/open?id=1kEnVW5T-SMU09cD66vrxJ8UetRsuGnqp,
ENGL 319,Prototyping for Physical and Digital Products,Kathryn McElroy,1,https://drive.google.com/open?id=1D3npmj2ekdYjN_l0bAbFhzDDIF5ll2Ax,
ENGL 339,A Midsummer Night's Dream,William Shakespeare,,https://www.folger.edu/explore/shakespeares-works/a-midsummer-nights-dream/read/,
ENGL 345,All This Could Be Different,Sarah Thankam Mathews,,https://drive.google.com/open?id=1niqWBSRIKwJqNzC21-iE0R9BROyqNW6y,
ENGL 345,Lessons in chemistry,Bonnie Garmus,2022,https://drive.google.com/open?id=1WfAlYI9YZvMSyI5fV-zucCZv3AyEGKDv,
ENGL 346,I'm so Fine (A list of famous men & what I had on),Khadijah Queen,,https://drive.google.com/open?id=18oo0ErQK5rijVGNZU6RqmyjoM_MfPeuv,
Engl 346,Undercastle,"Molina, Feliz Lucia",,https://drive.google.com/open?id=1WUbCqf0_U6bnNohsz0suG-nK85EtfkeO,
ENGL 347,Beloved,Toni Morrison,Vintage,https://cloudflare-ipfs.com/ipfs/bafykbzacebbnoeml4o4ridg6pwb6befsdfnexrgh3j2p2ptjgnidkkrbocads?filename=Toni%20Morrison%20-%20Beloved%20%20-Vintage%20International%20%282007%29.pdf,
ENGL 347,The Norton Anthology of African American Literature Vol. 2,,3,https://drive.google.com/file/d/1yzgzSYz0JczAO57ergBzOkVfQmXLut05/view?usp=sharing,
ENGL 347,The Norton Anthology of African American Literature Vol. 1,,3,https://drive.google.com/open?id=1-cPES8Je0PyIezW2VUgdgy35QfqvTs6L,
ENGL 361,Giver,Lois Lowry,,https://drive.google.com/open?id=1l1S4PytyrLoIE2sH10ofSEmE4H4j87nL,
ENGL 361,Hate U Give,Angie Thomas,,https://drive.google.com/open?id=1izz9eZgoZngCG_mn-ajThE34UlWT7vHv,
ENGL 361,I Am Not Your Perfect Mexican Daughter,Erika L. Sanchez,,https://drive.google.com/open?id=1NMBRSxQlMCEVqVE-SHkSxBNsRy-7ERL4,
ENGL 380,1984,Geroge Orwell,,https://drive.google.com/open?id=1TZXJngry2oCpHSRitCD4DClAP-Focsq5,
ENGL 380,Harvest,Manjula Padmanabhan,,https://drive.google.com/open?id=1ZMpQhMLugMyKShtFfndGiePdMrUNWWAS,
ENGL 380,Homo Deus,Yuval Noah Harari,,https://drive.google.com/open?id=12K_6iSEqtXjMm2hBJe4AyLiLjWxUH1mQ,
ENGL 380,The Attention Merchants,Tim Wu,,https://drive.google.com/open?id=1hhe235lieaqN3z9LU5Ge6K5L8s0KrLfy,
ENGL 380,The Circle,Dave Eggers,,https://drive.google.com/open?id=1KIthMNw2aQfkl7_wE9q3a6gD_zTAR-ut,
ENGL 381,Norton Anthology of Modern and Contemporary Poetry Vol. 2,Jahan Ramazani,3,https://drive.google.com/open?id=1u9mSezPm97xH9TrR3cI6bPlD3D0GSchP,
ENGL 390,Understanding English Grammar,Martha Kolin,10,https://drive.google.com/open?id=1lQze7nvoaUbDy7skhZEgCmM_LLerCUMq,
ENGL 391,Mapping Applied Linguistics: A Guide for Students and Practitioners,"Christopher J. Hall, Patrick H. Smith, Rachel Wicaksono",2nd,https://1filedownload.com/wp-content/uploads/2019/12/Mapping-Applied-Linguistics.pdf,
ENGL 391,Mapping Applied Linguistics: A Guide for Students and Practitioners,Christopher Hall et al.,,https://drive.google.com/open?id=15yjy3uwvZ7kV5IIEqgTVm1mvD83e0E94,
ENGL 495,Global Englishes: A Resource Book for Students,Jennifer Jenkins,3,https://drive.google.com/open?id=1h67laK6vXc7iiLSvz6YEJwL2xHyJx9Mu,
ENGL 497,Techniques & Principles in Language Teaching,Diane Larsen-Freeman and Marti Anderson,3,https://drive.google.com/open?id=1H4PeGDikb1DUq--SfJp_vsWLhBuCCoO2,
ENGL 498,Teaching by Principles: An Interactive Approach to Language Pedagogy,"H. Douglas Brown, Heekyeong Lee",4,https://drive.google.com/open?id=10nWFKlcetkXNeA-mBGc0bSlf7jFcsty9,
ENGL 502,Critical Theory Since Plato,Hazard Adams,3,https://drive.google.com/open?id=1tXLibOHcoe0fJcDZO0B9kv28IlZtvk4n,
ENGL-251,"Literature of the Western World, Vol. 1",Wilkie and Hurt,5,https://drive.google.com/open?id=1knU8SW71xigmkZ-i4D6j-LPLRRf23Iur,
ENGLE 145,Everything’s An Argument,"Andrea Lunsford, John Ruszkiewicz and Keith Walters",9,https://drive.google.com/open?id=1lvn4IH4294b5hIASlYg5dMeh4wK-WJyq,
ENGLISH,Cambridge Lower Secondary English Workbook 9 with Digital Access (1 Year),9.78111E+12,Aug-21,https://www.cambridge.org/us/education/subject/english/first-language-english/cambridge-primary-and-lower-secondary-english-2nd-edition/cambridge-lower-secondary-english-2nd-edition-workbook-9-digital-access-1-year?isbn=9781108746694,9781108746694
English,Everyones an Authord 3rd edition,,3,https://drive.google.com/open?id=1wQVHvr2b8cEeAYlqgsIMnL2TTxDLjJzp,
English 253,Songs of Innocence and of Experience,William Blake,N/A,https://www.gutenberg.org/files/1934/1934-h/1934-h.htm#song06,
ENVE 264,Fluid Mechanics Fundamentals and Applications,"Cengel, Cimbala",4th,https://drive.google.com/file/d/183xGxEESc1CuviAwsAKmyvTcU5UJvs7j/view?usp=sharing,
ENVE 304,Fundamentals of Chemical Engineering Thermodynamics,"Themis Matsoukas, Prentice Hall",,https://drive.google.com/file/d/1XzTyimOYR6qcPAdAhQ5j6JAxxDEHGy1d/view?usp=sharing,
ENVE 331,Principles of Environmental Engineering and Science,Davis and Masten,3,https://drive.google.com/open?id=1MHJyQymgr1sD50aq1i5bxWHPYJP8998U,
ENVE 421,Mass-Transfer Operations,Robert Terybal,3,https://docs.google.com/file/d/0BzCmwoVStdgOYzZkMlVIZUlCckE/edit?pli=1&resourcekey=0-hFJCvNcHOzQYfv-hbN7aqQ,
ENVE 434,Chemistry for Environmental Engineering and Science,"Clair Sawyer, Perry McCarty and Gene Parkin. McGraw Hill",5th,"file:///Users/Alicecao%201/Downloads/Clair%20Sawyer,%20Perry%20McCarty,%20Gene%20Parkin%20-%20Chemistry%20for%20Environmental%20Engineering%20and%20Science%20(2002).pdf",9780072480665
ENVE 434,Standard Methods for the Examination of Water and Wastewater,"Rodger B. Baird, Eugene W. Rice, and Steven Posavec",23rd,"file:///Users/Alicecao%201/Downloads/(Standard%20Methods%20for%20the%20Examination%20of%20Water%20and%20Wastewater)%20Rodger%20B.%20Baird,%20Eugene%20W.%20Rice,%20and%20Steven%20Posavec%20-%20Standard%20Methods%20For%20The%20Examination%20Of%20Water%20And%20Wastewater%2023th-Amer%20Public%20Healt.pdf",9781625762405
ENVE 438,Water and Wastewater Engineering: Design Principles and Practice,Mackenzie L. Davis,,https://drive.google.com/open?id=1orPLI2S0nsHroSzuk9o8cNQoew9136fa,
ES 112,"Race, Class, and Gender in the United States",Rothberg,10th,https://4.files.edl.io/a774/05/10/19/053156-125d68d9-cdf2-4efb-94a8-412482541061.pdf,
ES 112,"Race, Class, and Gender in the United States","Paula S. Rothenberg, Christina Hsu Accomando",11,https://drive.google.com/open?id=17-hdpmXYXCnwyoGKEVN3mqLb4bbJ7THV,9781319258184
ES 112,"Race, class, and gender in the United States",Rothenberg,10th,https://drive.google.com/file/d/1aFJHWHEFBhdTTW16JtJvL3QF4XFB64C_/view?usp=sharing,
ES 252,"A Different Mirror: A History of Multicultural America, Revised Edition",Ronald Takaki,2008,https://drive.google.com/open?id=1H-ZuOnI4RS643iEv_nHnCU_Ovd8zV8QY,
ES 253,An Indigenous Peoples' History of the United States,Roxanne Dunbar-Ortiz,,http://www.sackett.net/An-Indigenous-Peoples-History-of-the-United-States-Ortiz.pdf,
ES 253,Bad Indians: A Tribal Memoir,Deborah A. Miranda,First Edition,https://drive.google.com/file/d/1ysfl9wEp75QPhRO2Md_zMbESiZevJCRz/view?usp=sharing,
ES 253,There There,Tommy Orange,,https://www.mckinleytech.org/ourpages/auto/2019/8/14/55199042/0_%20Orange_%20Tommy-There%20There%20eBook.pdf?rnd=1622752664000,
ES 254,From #BlackLivesMatter to Black Liberation,Keeanga-Yamahtta Taylor,,https://drive.google.com/open?id=1gl5EOhB6h3_6xMcqOQ6p-W1ZLM8BZ_dY,
ES 254,Keywords for African American Studies,Erica Edwards,,https://drive.google.com/open?id=1e2IBjp4TQgDKaxz4EPV3G7B-vWkZpBfp,
ES 255,Solito,Javier Zamora,,https://d-pdf.com/book/5005/read,
ES 255,Borderlands la frontera,Gloria Anzaldua,,https://drive.google.com/open?id=1heFkaLBPfW7RCNqLk0hfFRKFO8E4lZo_,
ES 255,The Tattooed Soldier,Hector Tobar,,https://drive.google.com/open?id=11-6VHaj_MBgxsyg7BPip7VGE9ZHSOUNo,
ES 350,"Seizing the Means of Reproduction: Entanglements of Feminism, Health, and Technoscience",Michelle Murphy,,https://drive.google.com/open?id=1OsFz2xFA2aUi0Bzn0NrhShWy5GL1TkQC,
ES 350,The Borderlands of Education: Latinas in Engineering,Michelle Madsen Camacho and Susan M. Lord,,https://drive.google.com/open?id=1uxLAGCvSekrwPGKD5llYEXgc85FkR4ce,
ES 350,"Trans Bodies, Trans Selves",Erickson-Schroth,,https://drive.google.com/open?id=13VgeIuo_vqpwPOHGGYK1QJeivDzuMRaJ,
ES 380,Critical Race Theory: The Cutting Edge,"Richard Delgado, Jean Stefancic",3,http://download1.libgen.io/ads.php?md5=7109232106E81EB0879EDEB85D315543,9781439910610
ESCI 501,The Graduate Student’s Backpack: It’s what you need on the research path,Ronald D. Taskey,,https://drive.google.com/open?id=1K8LO6bey38R1NK3CAdJeEpBPHpdG3Yqx,
Ethnic Studies 225,Harvest of Empire: A History of Latinos in America,Juan Gonzales,2,https://drive.google.com/open?id=1s2SheRsDgEPI9VSsahEjTbb8Uj14g6k3,
"FR 101, 102, 103, 201, 202, 203",Interaction : Langue et culture,"Susan St. Onge, Ronald St. Onge, Scott Powers",9,https://drive.google.com/open?id=12b9_eMwzHlMZ02G1loSYmpPt_GTANsNk,9781133311249
FR 233,Autour de la littérature,"Peter Schofer, Donald B. Rice",6,https://drive.google.com/open?id=1OHDaYzCs9fc1RFVTAfk1ho9HLmfcIV0M,
FSN 250,Food and Culture,"Pamela Goyan Kittler, Kathryn P. Sucher and Marcia Nahikian-Nelms",7,https://drive.google.com/open?id=1HPW71-AEhK55edM_u4IxMJOH1rF4zKUa,9781305628052
FSN 319,What Einstein Told His Cook,Robert L. Wolke,1,https://drive.google.com/open?id=1lmqGsSDtrwuhENmhyT05GfMK2x42Hl5N,
FSN 331,Advanced Nutrition and Human Metabolism,"S.S. Gropper, J.L. Smith, & T.P Carr",8,https://drive.google.com/open?id=1A5TmF5PWRtNhBw0k7BLoKtJx8jWEooya,9780357449813
"FSN 343, 344","Foodservice organizations, a managerial and systems approach",Gregorie,9,https://drive.google.com/file/d/1Oa-7qggcJbbOEXYQ_65aRSCQW8axWADj/view?usp=sharing,9780134038940
FSN 374,Guide to US Food Laws and Regulation,Patricia Curtis,2,https://drive.google.com/open?id=1somWdnPtJAD0BzAgTiaT1AXCmbCCiuZk,9781118227787
GEOG - 250,Geosystems: An Introduction to Physical Geography,Christopherson and Birkeland,10th,https://vk.com/doc26152157_504983435?hash=VtXxVtvIZtSqbTByhmImdbn6Vn6Q0oz1GCV3Rb2Jk5c,
GEOG 150,White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,,https://drive.google.com/file/d/1z15Mp7NQIDT8vPwq5knnT3tZVj13MH5a/view?usp=sharing,
GEOG 150,How the World is Passed,Clint Smith,,https://drive.google.com/open?id=1URclzYLmfiOEOv0aUFE2C76-0eL3j0nq,
GEOG 150,The Cultural Landscape: An Introduction to Human Geography,Rubenstein,13,https://drive.google.com/open?id=1NcEf_nKKG8Mza44GklXOUz1fIViAaOIh,
GEOG 150,"Human Geography: Places and Regions in a Global Context, 7th edition","Paul L. Knox, Sallie A. Marston",7,https://www.dropbox.com/s/ghw66psfu72xfxk/Human.Geography.Places.and.Regions.in.Global.Context.Global.Edition.pdf?dl=0,
GEOG 150,The Cultural Landscape: An Introduction,James Rubenstein,12,https://drive.google.com/open?id=1c7zh4kE9AFH927848Nl-HcZ7ZO758hp7,
GEOG 308,World Regional Geography: A Development Approach,Johnson Haarman,11,https://drive.google.com/open?id=1Z-NtwXny1aH5t00jjh4SYl6Hcxsui9F_,
GEOG 414,Climatology,"Robert V. Rohli, Anthony J. Vega",4,https://drive.google.com/open?id=1gsxeaeI-z7AeMrPV3XN1vFnnTJC6-Fr8,
GEOL 201,Plummer Physical Geology (Custom),Plummer,17,https://drive.google.com/open?id=1aHKHSJ9rz2oG0p-K2pFoS6d68SpRTWkT,
GEOL 201,Essentials of Geology,Stephen Marshak,5th,https://drive.google.com/open?id=1aHKHSJ9rz2oG0p-K2pFoS6d68SpRTWkT,
GRC 101,The Graphics of Communication: Exploring the Graphic Arts and Design,Ivan Bradley,,https://cloudflare-ipfs.com/ipfs/bafykbzacectytnlwqcmsqzcs3atj5hksnenxlbhz5lrilqenrdvkccivvstg6?filename=Ivan%20Bradley%20-%20The%20Graphics%20of%20Communication_%20Exploring%20the%20Graphic%20Arts%20and%20Design-Ivan%20Bradley%20%282021%29.pdf,
GRC 201,Desktop Publishing for Prepress Production,Hal Hinderliter,2,https://drive.google.com/open?id=1tsIiuMMDdAXQDto-6gIIVhBM5zQjcvyA,
GrC 361,Principles of Marketing for a Digital Age,Tracy L. Tuten,Idk..,https://books.google.com/books?id=Cs2YDwAAQBAJ&pg=PT21&source=gbs_toc_r&cad=3#v=onepage&q&f=false,
GrC 361,To Sell is Human: The Surprising Truth About Moving Others,Daniel Pink,,https://fb2bookfree.com/uploads/files/2022-01/1642733527_to-sell-is-human-pdf-book-in-english-by-daniel-h-pink.pdf,
Health 453,The Power of Habit,Charles Dughigg,,https://drive.google.com/open?id=1gfVDvlIcYi_MDFqVmf2Hr6LZJtrZmkUf,
Heath 265,Essentials of public health,"Birkhead, G.S., Morrow, C.B., & Pirani, S",4,https://drive.google.com/open?id=1BIbzBJGn8URBySRZNLH42aXYPvSnS-yt,
HIST 110,Creation of Patriarchy (Women and History),Gerda Lerner,,https://drive.google.com/open?id=1fGmldqGikL-WrbWo8tmVOrLV1M4JOGTG,
HIST 110,Women's Lives in Medieval Europe,Emilie Amt,2,https://drive.google.com/open?id=1cDY_bd5_rj4S0oTlSBffUkrqtWkj6hPr,
HIST 201,"The Unfinished Nation: A Concise History of the American People, Volume 1",Brinkley,8th,https://1lib.us/book/5008991/54559d,
HIST 201,Anarchy,William Dalrymple,,https://drive.google.com/open?id=18MN9gc4EE36oLpDziu9FZZZMmAe9lBWq,
HIST 201,Avengers of the New World,Laurent Dubois,,https://drive.google.com/open?id=1wEFKhL2uyIxSVttctH5GWDQXXSXaIOz4,
HIST 201,Destiny Disrupted,Tamim Ansary,,https://drive.google.com/open?id=1uHYOaSZDhtj87x_pGtE53eOJ-Bblwgq0,
HIST 201,God Against the Gods,Jonathan Kirsch,,https://drive.google.com/open?id=1RAk3YypF8RFWttJe7chFqzqiovOYK13L,
HIST 201,Voices of Freedom,Eric Foner,5,https://drive.google.com/open?id=15vcWM_Kjw1tWaeCetGMZ6UZikZideeFG,
HIST 201,Voices of Freedom,Eric Foner,5,http://b-ok.xyz/book/2926505/1bd2a5,
HIST 202,The American Yawp,Joseph Locke and Ben Wright,Volume I,http://www.americanyawp.com/text/wp-content/uploads/Locke_American-Yawp_V1.pdf,
HIST 202,Voices of Freedom Vol. 2,Eric Foner,,https://drive.google.com/file/d/1BYUrOAssxqTKm97cJOcNHgSwjT_CR1Kq/view?usp=sharing,
HIST 202,A People's History of the United States,Howard Zinn,3,https://drive.google.com/open?id=1MA-knd0ikqTDy4Y5230lfTnBUzmwPXFN,
Hist 202,"David Emory Shi, America: A Narrative History, 12th edition",David Emory Shi,12,https://drive.google.com/open?id=1ve0RvkRLA1dFzhynEVIB_pyPEyevmI9j,
HIST 202,Give Me Liberty,Eric Foner,2,https://drive.google.com/open?id=1FsWZY3QrlquJlsDGUZm3OdHyrCn_drAh,
HIST 202,The American Yawp,"Joseph L. Locke, Ben Wright (editors)",2,https://drive.google.com/open?id=1eETyArBBywvZLJRdHYo6s7-GT_tuKa3N,
HIST 202,"Voices of Freedom, 5e Vol 2",Eric Foner,5,https://drive.google.com/open?id=1U26vp-8Ey_ImOo2Kzjwtlc-hyZCfc0Qa,
HIST 202,A History of the American People,Paul M. Johnson,,https://drive.google.com/file/d/12RDYLcSkKVK9Uj8dTfcqvRySzqZ3IWcp/view?usp=sharing,
HIST 202,A People's History of the United States,Howard Zinn,,https://drive.google.com/file/d/1bNcGEVpTa-Q5e57bZWDP7z_GNon8mwin/view?usp=sharing,
HIST 202,America: A Narrative History,"David Shi, George Tindall",10,https://drive.google.com/open?id=1eektwhSDBSvomRKU0h_OkfS--ZPMbWBp,
HIST 206,Natives and Strangers: A History of Ethnic Americans,"Leonard Dinnerstein , Roger L. Nichols, David M. Reimers",6,https://libgen.is/book/index.php?md5=94FA7803FE731038A528878E372D9713,
HIST 206,A Different Mirror,Takaki,2008,http://lib1.org/_ads/D208829EE0D368D8EBA4368AE3D5DFD3,
HIST 206 (Google Drive),Natives and Strangers: A History of Ethnic Americans,"Leonard Dinnerstein, Roger L. Nichols, David M. Reimers",6,https://drive.google.com/file/d/1zfmk1rGzKlXKIt_ncwj1YC90sz2vA5jw/view?usp=drive_link,
HIST 210,Sapiens: A Brief History of Humankind,Yuval Noah Harari,,https://www.1pezeshk.com/wp-content/uploads/2019/07/Sapiens-A-Brief-History-of-Humankind.pdf,
HIST 213,Bitter Fruit: The Story of the American Coup in Guatemala,Steven Schlesinger and Stephen Kinzer,,https://drive.google.com/open?id=1VNidQb0h1P5187m98ySnmts6hOs79M7E,
HIST 222,Sundiata an Epic of Old Mali,Niane,2,https://drive.google.com/open?id=1qV59A8y-awNZQzLOTs9iRFR28Pac0iKa,
HIST 222,Travels of Marco Polo,Polo,1,https://drive.google.com/open?id=14aMQSQcfDXYRP7wmu6AashH-2Htx43O0,
"HIST 222, 223",Patterns of World History Combined Volume with Sources,Von Sivers,2,https://drive.google.com/open?id=1afKvP1mEiP_SmP4XCxUzOHVOsYOrRnHJ,
HIST 306,The Witch-Hunt in Early Modern Europe,Brian Levack,3,https://drive.google.com/open?id=1-tt6gZDapKaxoaJt29HmxZvwGOO7a3v6,
HIST 338,Born in Blood and Fire,John Charles Chasteen,4,https://drive.google.com/open?id=1eWes3c40ySxN5OTCKYJYU1dD7lrD27RH,
History 201,The Unfinished Nation Volume 1,Alan Brinkley,8,https://drive.google.com/open?id=1CcHMW1FATfDBMLoXiBB47mgGTfGLyzzx,
History 202,A Consumers' Republic,Lizabeth Cohen,,https://drive.google.com/file/d/1pRP4074FQR-gwAoqGr09nRgNlq_TM563/view?usp=drivesdk,
HLTH 250,Health: The Basics,Rebecca J. Donatelle,13,https://drive.google.com/open?id=1ggVgjOwovIMIZywhnkPIFxZ6v2URRoVc,9780134709680
HLTH 250,Health: The Basics,Rebecca J. Donatelle,14,https://drive.google.com/open?id=1N1VAqGodcAbJk8nZgV2qgKUsKgjI34uG,
HLTH 255,Multicultural Health,Lois A. Ritter & Donald H. Graham,Second,https://drive.google.com/file/d/110mdaw9RVesxcLt9iMBOjZ2Rxi74AeEM/view,
HLTH 255,"Essentials of Health, Culture, Health and Diversity: Understanding People, Reducing Disparities",Mark Edberg,2,https://drive.google.com/open?id=131x5nUZyQ-Y0nK0XWV9llQNoMxHaJ41V,
HLTH 255,Multicultural Health,Lois A. Ritter & Donald H. Graham,3,https://drive.google.com/open?id=1tudePNOQ_QW4_NntQO0bdZBzb5kxEfWL,
HLTH 260,New Dimensions in Women's Health,Linda Lewis Alexander,7,https://drive.google.com/open?id=1KqkcNBQhVv5AwcE_5hJ29DunQiadfdlj,
HLTH 260,"New Dimensions in Women’s Health. 8th Edition. Jones and Bartlett, 2020","Alexander, LaRosa, Bader, Garfield, Alexander",8,https://drive.google.com/open?id=1Z2yCC8x39n_4rOEtldp_hLYEuXvHk4aO,
HLTH 305,"Drugs, Society & Human Behavior","Hart, C., & Ksir, C.",17th,https://u1lib.org/book/3583226/b59350,
HLTH 318,Epidemiology 101,Robert H. Friis,2,https://drive.google.com/open?id=1DE_FRIzC7E4narWeuRa9To8oz0pUZTmv,
