"Class? (MATH 143, PSY 202, etc)",Book Title,Book Author,Edition,Link,ISBN
Math 451,Elementary Numerical Analysis,Kendal Atkinson & Weimin Han,Third,http://math.ecnu.edu.cn/~jypan/Teaching/NA/refs/Elementary%20Numerical%20Analysis%202003.pdf,9780471433378
MATH 451,Numerical Analysis,Timothy Sauer,3,https://drive.google.com/open?id=1PccHQ_wChWUx8Eh_X1IzYogKi27xzenO,9780134696454
MATH 481,A First Course in Abstract Algebra,John B. Fraleigh and Neal E. Brand,8,https://drive.google.com/open?id=178eXVPQ4C3oBYFzVAUoGg-ANT_EnojlH,9780136731627
MATH 481,Abstract Algebra,Dummit and Foote,3,https://drive.google.com/open?id=13twxD-42QcGszGs-1Ajc8dhBB-_rOCxr,9780471433347
MATH 481,Abstract Algebra,Dummit and Foote,3,https://drive.google.com/open?id=1jDyVdibIBaddz_ma18jzK8jiDStNkZ0J,9780471433347
Mcro 221,Foundations in Microbiology,Talaro & Chess,10,https://drive.google.com/open?id=1INI5YDqfsksRkfmOHR7OgFmBegncwYav,9781259705212
MCRO 221,Foundations in Microbiology,Talaro & Chess,10,https://drive.google.com/open?id=1A7iaKsspk2L--FlLMKwX3cpXm6MQMuLP,9781259705212
MCRO 224,Microbiology,Prescott,9th,https://drive.google.com/file/d/1F2lDyh6EpGyk4mkPR3bdIZdZDUveyfkd/view?usp=sharing,9780077510664
MCRO 224,Prescott's Microbiology,"Willey, Sherwood, Wolverton",9th,https://ia801203.us.archive.org/5/items/JoanneWilleyLindaSherwoodChristopherJ.WoolvertonPrescottsMicrobiology2/Joanne%20Willey%2C%20Linda%20Sherwood%2C%20Christopher%20J.%20Woolverton%20Prescott%E2%80%99s%20Microbiology_2.pdf,9780077510664
MCRO 402,Introduction to Modern Virology,"Dimmock, Easton, Leppard.",7th,https://www.academia.edu/39681587/Introduction_to_Modern_Virology_-_7th_Edition,9781119978107
MCRO 402,How Pathogenic Viruses Think,"Sompayrac, Lauren.",2nd,https://www.academia.edu/31295299/Lauren_Sompayrac_How_Pathogenic_Viruses_Think_Making_Sense_of_Virology.pdf,9781449645793
MCRO 423,Medical Microbiology,"Murray, Rosenthal and Pfaller",8th,https://b-ok.cc/book/2660858/dc1510,9780323299565
MCRO 433,Intro to Biotechnology,William J. Thieman,3,https://drive.google.com/open?id=1Af8lcjCOr8msRSntP3C_k2L9fupGw60c,9780321766113
MCRO 452,Molecular Cell Biology,"Harvey Lodish, Arnold Berk, Chris A. Kaiser, Monty Krieger, Anthony Bretscher, Hidde Ploegh, Angelika Amon, Kelsey C. Martin",8,https://drive.google.com/open?id=15526N0QHU9QHKnpU3JrQ2Wnm3Io_gpAb,9781464183393
ME 129,Technical Graphics Communication,Bertoline,4th,https://motenv.files.wordpress.com/2019/11/3_technical-graphics-communication-by-bertoline-wiebe-hartman-and-ross.pdf,9780077221300
ME 129,Technical Graphics Communication,Bertoline,3,https://drive.google.com/open?id=1JW39qHx_pHbIU-cRCJiVkj1-1FcqrX1N,9780073655987
ME 129,Technical Graphics Communication,Bertoline,,https://drive.google.com/open?id=1aICMWTGNpgiKH7td4OHY6lRLBLzl5djQ,
ME 129,Technical Graphics Communication,Bertoline,3,https://drive.google.com/open?id=1c4ZIMMz8YY-F5npa7ylGiF_VzVtbsTAK,9780073655987
ME 129,Technical Graphics Communication,Bertoline,3,https://drive.google.com/open?id=11Cm_TAsSwSc8BmdqNxAtTzCriGAntcfe,9780073655987
ME 129,Technical Graphics Communication,Bertoline,4,https://drive.google.com/open?id=1ZpwN8HJFQRjXUbxmuqbC2l2rANZ3PZEN,9780077221300
ME 129/ 228,FUNDAMENTALS OF ENGINEERING DESIGN COMMUNICATION WORKBOOK,Larson,,https://drive.google.com/open?id=1SiwBxpHC1qUL66oa2JH7smpgtqHktIKL,
ME 130,Technical Graphics Communication,Bertoline,4,https://drive.google.com/file/d/1UDSx8-yB-Ce6H0LcXa3PS4Xsl44HH_FQ/view?usp=sharing,9780077221300
ME 163,Studying Engineering: A Road Map to a Rewarding Career,"Landis, Mott and Peuker",5,https://drive.google.com/open?id=1ldnl34Nchm2BANbGkonwj4f37XStFnrO,9780979348723
ME 211,Statics Solutions - Vector Mechanics for Engineers 10th,"Beer, Johnston, Mazurek, Cornwell",10th -solutions,https://drive.google.com/file/d/1SXnqPR1j9zpDbAkILu_3urEmft6Vf9WZ/view?usp=sharing,
ME 211,Vector Mechanics for Engineers,"Beer, Johnston, Mazurek, Cornwell",10th,https://drive.google.com/file/d/1-HnNjs74eoSGjToYjJguzyVAHi7fA-JR/view?usp=sharing,9780073398136
ME 211,Vector Mechanics for Engineers,Beer,12,Vector Mechanics for Engineers,9781259638091
ME 211,Vector Mechanics for Engineers,Beer,12,https://drive.google.com/open?id=1K4-aHblUTO5uNcZ8iURsilrASTFCK0X6,9781259638091
ME 211,Vector Mechanics for Engineers,"Beer, Johnston, Mazurek, Cornwell, Self",11,https://drive.google.com/open?id=1jGxCjTVdLW3UzwhDJ6o1Ct1FN_kuqqCB,9780073398242
ME 211,Vector Mechanics For Engineers,"Beer, Eisenberg, Mazurek, Johnston",9,https://drive.google.com/open?id=1UPSlrRrd29Ni_FkZ2PqY_tr6tG1m7i8E,9780073529400
ME 211,Vector Mechanics for Engineers,"Beer, Eisenberg, Mazurek & Johnston",9,https://drive.google.com/open?id=1PZFdkZUlJ-_vVi9UF5rX6RVcEDbd5vpP,9780073529400
ME 211,Vector Mechanics for Engineers,Beer,12,https://drive.google.com/open?id=1CVW4CFlom0qXXREu9zInt9dpcSc43VTc,9781259638091
ME 211,Vector Mechanics for Engineers,"Ferdinand P Beer, Johnston McGrawhill",11,https://drive.google.com/file/d/16MWh-RoTKuYXXEKM4yb5nn0KzlmIFXG-/view,9780073398242
ME 211/212,"Vector Mechanics for Engineers, Statics | Dynamics","Beer, Johnston, Mazurek, Cornwall, Self",12,https://drive.google.com/open?id=1_ubhV1z-d_tNzimR1ec0S0K1XK7b4D8a,9781259638091
ME 212,Vector Mechanics for Engineers Statics | Dynamics,Beer Johnston Mazurek Cornwell Self,12,https://drive.google.com/open?id=1coE_6eKMm47Y80wuDspgV6Hgo5lw2AQ-,9781259638091
ME 228,Technical Graphics Communication,"Bertoline, Wiebe...",4th,https://drive.google.com/file/d/0B-GcIjwEUtNjTUdBWFdqWVNuT3M/view?usp=sharing,9780077221300
ME 228,Technical Graphics Communication,"Bertoline, Wiebe, Hartman, Ross",4,https://drive.google.com/file/d/1zZp8I4JJyYVwbQmV30ZkYcyDfeZnWAB_/view?usp=sharing,9780077221300
ME 234,You Can Draw in 30 Days,Mark Kistler,,https://drive.google.com/open?id=1QxZjrf-hh9zEgItr7mksxpaMFCVbgIQJ,9780738212418
ME 234,You Can Draw In 30 Days,Mark Kistler,1,https://drive.google.com/open?id=1KxaOk0nfcWdb7gjPp1wD9JRQuC1g_MQq,9780738212418
ME 251,Technical Graphics Communication,Bertoline,4,https://drive.google.com/open?id=1VWsyKmQzWFBnanjatDNwIourKJaVq1Qc,9780077221300
ME 302,Fundamentals of Engineering Thermodynamics,"Moran, Shapiro",8th,https://www.academia.edu/21431299/FUNDAMENTALS_OF_ENGINEERING_THERMODYNAMICS_Eighth_Edition?auto=download,9781118412930
ME 302,Fundamentals of Engineering Thermodynamics,"Michael J. Moran, Howard N. Shapiro, Daisie D. Boettner, Margaret B. Bailey",8,https://drive.google.com/file/d/1Um26gf65TvvyKLvFS_XTwet_hpQckxWa/view?usp=sharing,9781118412930
ME 302,Fundamentals of Engineering Thermodynamics,"Moran, Shapiro",7,https://drive.google.com/open?id=1qBVusDuvXfwRB9geTqBA0gmlWBAY-HPU,9781118050286
ME 302,Fundamentals of Engineering Thermodynamics,"Moran, Shapiro",8,https://drive.google.com/open?id=1EWdr_BclbXxSF17F68P2dMtIDvAs1ToY,9781118412930
ME 302,Fundamentals of Engineering Thermodynamics,Michael J. Moran,7,https://drive.google.com/open?id=1ERbnaZs4WUiA1ShVzXsbEWKZS7pH3-KF,9781118050286
ME 318,Engineering Vibrations,Inman,4th,https://drive.google.com/file/d/1PqY2is5VlrsZbttyr95X0-r3aqZdWLUV/view?usp=sharing,9780132871693
ME 318,Engineering Vibrations,Inman,4th (not international like last one),https://drive.google.com/file/d/1ejjQG2rSCM-Z1v3TL68bVy68bj9wTUll/view?usp=sharing,9780132871693
ME 318,Mechanical Vibrations,Singiresu Rao,5,https://drive.google.com/open?id=1YM26IDHL0x0UkoL-HxgYaJGupzDRyBri,9780132128193
ME 322,System Dynamics: An Introduction,Derek Rowell,,https://drive.google.com/open?id=1V0XAjz2StiofNkrxNEZn5_30uda8-dpY,9780132108089
ME 326,Vector Mechanics for Engineers: Dynamics,"Beer, Johnson, Cornwell, Self.",12,https://drive.google.com/file/d/1t5HudcPixlIyy5NLrIR0m9A7kinHYLw5/view?pli=1,9781260092745
ME 326,Vector Mechanics for Engineers: Statics and Dynamics,Beer,12,https://es.b-ok.cc/book/3683069/c63604?dsource=recommend,9781259638091
ME 328,Shigley's Mechanical Engineering Design,"Richard G. Budynas, J. Keith Nisbett",10th,https://drive.google.com/file/d/1MbcSy70HwL3ZBsSETFqdFMhutgnDxQhR/view?usp=sharing,9780073398204
ME 328,Mechanical Engineering Design,"Budynas, Nisbett",9,https://drive.google.com/open?id=1TVAKwGNAUmfMJGxPASfCqDst2SadtpaW,9780073529288
ME 328,Shigley's Mechanical Design,"Richard Budynas, Keith Nisbett",11,https://drive.google.com/open?id=1ftQZlCfV6aSIoenQ0z_zvwT4sByot1DV,9780073398211
ME 328,Shigley's Mechanical Engineering Design 11e,Budynas & Nisbett,11,https://drive.google.com/open?id=19fFSMkwmyK6mbrFnjiGT7SHxRSyJ4R1F,9780073398211
ME 329,Machinery's Handbook 29th Edition,"Erik Oberg, Franklin D. Jones, Holbrook L. Horton, and Henry H. Ryffel",29th,http://dl.icdst.org/pdfs/files4/80364b03673ba30eb5ccf1e27e119ffc.pdf,9780831129002
ME 341,Intro to Fluid Mechanics Solution Manual,Fox and McDonald,8th,https://usermanual.wiki/Document/Robert20W20Fox2C20Alan20T20McDonald2C20Philip20J20PritchardIntroduction20to20Fluid20Mechanics20Solution20Manual208th20ed202011.1694526391.pdf#pdfjs.action=download,
ME 341,Introduction to Fluid Mechanics,Fox and McDonald,9,https://drive.google.com/open?id=1-oCqyAIGIC7auAxXY_VuiVRdrY1krdW9,9781119034582
ME 341,Introduction to Fluid Mechanics,P.J. Pritchard and J.W. Mitchell,8,https://drive.google.com/open?id=1BApaUYZAQ3NgKTGyrGUl8fcVdBc2V8_F,9780470547557
ME 343,Fundamentals of Heat & Mass Transfer,Bergman,8,https://drive.google.com/file/d/1EMD2kQTOySWrJSW8ohOArfJ-9weosdK1/view?usp=sharing,9781118989173
ME 343,Heat and Mass Transfer FULL SOLUTIONS,Bergman,8,https://drive.google.com/file/d/1rfPpQ-o11C_B_32GidghR7MlDKOSHBYu/view?usp=sharing,
ME 350,Fundamentals of Heat and Mass Transfer,Bergman and Lavine,8th,"http://dl.biketab.ir/Daneshgahi/Mechanic/Heat%20And%20Mass%20Transfer/Fundamentals%20of%20Heat%20and%20Mass%20Transfer%20Bergman/8thTheodore%20L.%20Bergman,-%20Fundamentals%20of%20Heat%20and%20Mass%20Transfer-Wiley%20(2017).pdf",9781118989173
ME 350,Fundamentals of Heat and Mass Transfer,"Incropera, DeWitt, Bergman, Lavine,",6th,https://drive.google.com/file/d/1IMGRMYitL0sHtyIw_EyU7-_q6sA_lnoG/view?usp=sharing,9780471457282
ME 412,Analysis and Performance of Fiber Composites,Bhagwan Agarwal and Lawrence J. Broutman,3,https://drive.google.com/open?id=1lu-P41T1QEIHDqYW7YHwU7skbTXUoL6Q,9780471268918
ME 422,Control Systems Engineering,Norman S. Nise,7,https://drive.google.com/open?id=1VMuRGuJ7eIabkRA2wwfm-M83_W5KTqYA,9781118170519
ME318,Engineering Vibration,Inman,5,https://drive.google.com/open?id=1hRhUpmxl6UgvIh6HDC6SCzK7L6YuoGxz,
ME418,Control Systems Engineering,Nise,7th Edition,http://gen.lib.rus.ec/book/index.php?md5=D89FFD2789223FD1B3D1811615D1B3BA,9781118170519
ME420 Thermal System Design,Fundamentals of Heat and Mass Transfer,Bergman and Lavine,8,https://drive.google.com/open?id=1v9f2_1xpH1a3bRqjDR2LT23fUkKrnXa1,9781118989173
MU 101,Practical Theory Complete,Sandy Feldstein,,https://drive.google.com/open?id=1V6kGex4NqNwHFZ7YQvzgrcklVSBdtcku,
MU 101,Elements of Music,Joseph Straus,3,https://drive.google.com/open?id=1Jd7RSCxJz9NtVwFlF6hc7oY3-03DOXuI,9780205007097
MU 221,Concise Guide to Jazz,Mark C. Gridley,7,https://drive.google.com/file/d/1VvfrIMxvJpzmdPcHB9Fss6VNGQMa_S12/view?usp=sharing,
MU 229,,,,https://drive.google.com/file/d/1ntt3wSTVU5cTiJBNHIH_mayI1lS1bgdl/view?usp=sharing,
MU 324,Musical Theater: An Appreciation,Alyson McLamore,2,https://drive.google.com/open?id=1TRoEK2Dw2YXx9cUuOCPL8j8uowDnOgeg,9781138678682
NR 142,Envrionment,"Peter H. Raven, David M. Hassenzahl, Mary Catherine Hager, Nancy Y. Gift, Linda R. Berg",9th,https://drive.google.com/file/d/1-SQXl9VtPEmg3JAv9fhOQBQ2YHVIvTw3/view?usp=sharing,9781118875827
NR 305,Forest Ecosystems,Perry et. al,2,https://drive.google.com/open?id=1-o0AajjuukMcsl2O8Z9FkUxjJIMstXh0,9780801888403
NR 307,Fire in California's Ecosystems,Jan W. van Wagtendonk,2,https://drive.google.com/open?id=1TeNqyhPwdv3LydQjs-xs8_27DpLbebM7,9780520286832
NR 308,Fire: A Brief History,Stephen J Pyne,,https://ipfs.io/ipfs/bafykbzacebn5hftgtpl4htk3r5sdmu53gdwuhok23rnrzldzgiw2l3byulqly?filename=%28Cycle%20of%20Fire%20Weyerhaeuser%20Environmental%20Books%29%20Stephen%20J.%20Pyne%20-%20Fire_%20A%20Brief%20History%20%20-The%20University%20of%20Washington%20Press%20%282001%29.pdf,
NR 308,Fire: A Brief History,Stephen J. Pyne,2,https://drive.google.com/open?id=1ThnuwAhiIEzKxvaXYNmStCH0-cgGqdRv,
NR 328,Innovation in environmental leadership: Critical perspectives.,"Redekop, B. W., Gallagher, D. R., & Satterwhite, R. (Eds.). (2018)",,https://drive.google.com/open?id=1Lkm7PSOJCDw5gpdvStc1Gu64VBiPzFvL,
NR 328 / RPTA 328,Leadership Theory and Practice,Northouse,8,https://drive.google.com/file/d/0B0vHlf6GbhjBNHhqc1djdmJNVGxNUWcteWg4NWM5d1RXY25z/view?usp=drivesdk,9781506362311
NR 363,"Designing your life: how to build a well-lived, joyful life",Bill Burnett and Dave Evans,,https://drive.google.com/open?id=1GWwLaplU97bDdvA0FZ1RDd4C1YM-KElt,
NR 408,Cadillac Desert,MARC REISNER,Revised 1st,https://drive.google.com/file/d/1P1jzGpSOlXQjvpU7kWxYMo-znvUUSwBc/view?usp=sharing,
PHI 231,An enquiry concerning the principles of morals,David Hume,,https://www.gutenberg.org/files/4320/4320-h/4320-h.htm,
PHIL 101,This Is Philosophy,Steven D. Hales,1,https://drive.google.com/open?id=1lBEohWQqu0bTEDRn2_iCDRS9nE1XcjYG,
PHIL 126,Concise Guide to Critical Thinking,Lewis Vaughn,1st,https://drive.google.com/file/d/1iOpQU6RH7HUspcNC84BerUi_RA5ITW2q/view?usp=sharing,
PHIL 126,Power of Critical Thinking,Lewis Vaughn,6,Currently getting it just wanted to let yall know,
PHIL 126,The Power of Critical Thinking,Lewis Vaughn,6th,file:///C:/Users/08eri/Downloads/PHIL%20126/Power%20of%20Critical%20Thinking%20-%20Vaughn%20PDF.pdf,
PHIL 126,The Truth Matters,Bruce Barlett,2017,https://drive.google.com/file/d/1rVoOt2qMFCQ3SXEvI5J3lDzKktfWpVi7/view?usp=sharing,
PHIL 126,,,,"The link for Bruce Bartlett, The Truth Matters, Ten Speed Press is invalid. I was wondering if you could please try and update it. Thank you!",
PHIL 126,Logic: An Emphasis on Formal Logic,Stan Baronett,4,https://drive.google.com/open?id=1FV174wIXXqZKfscl_RWNt4_npOQ1S_ER,9780190691851
PHIL 126,How to Think about Weird Things,"Theodore, Jr. Schick, Lewis Vaughn",7,https://drive.google.com/open?id=1-CKJL6dGGKqyBISilyL_tq5Re-p3SzYB,9780077526313
PHIL 126,How to Think Weird Things,Theodore Schick & Lewis Vaughn,8,https://drive.google.com/open?id=1y8YbaJjL5YMnvxbW46Vd7CgWmaPRNUrV,9781260548075
PHIL 126,The Power of Critical Thinking,Lewis Vaughn,6,https://drive.google.com/open?id=1kk3rscN9r6bpw-aE4UhkXr-l6ccSUkbg,
PHIL 126,The Power of Critical Thinking,Lewis Vaughn,,https://drive.google.com/open?id=1Q8ryPS0sROUNhLHsjJIbz_1cEZ0NDhit,
Phil 126,Critical Thinking: A Users Manual,Jackson,2,https://drive.google.com/open?id=1DJDIdvAyPj_1rwYpi7E-RcpGR1_c0J19,9781285196848
PHIL 126,Power of Critical Thinking,Vaugn,2,https://drive.google.com/file/d/1i3P1EX1McZIVPaxaE7Orc3nBJysmUIvs/view?usp=sharing,
PHIL 230,A Dialogue on Personal Identity and Immortality,John Perry,1,https://rintintin.colorado.edu/~vancecd/phil201/Perry.pdf,9780915144532
PHIL 230,An Enquiry Concerning Human Understanding,David Hume,,https://drive.google.com/open?id=1pqoEbLgWGF18t3UbSxXpNspy2KtQlYe1,
PHIL 230,Meditations on First Philosophy,Descartes,3,https://drive.google.com/open?id=1Re1auUSBDLOYVXrm5tbgblM7UIrQZsq7,9780872201927
Phil 230,Outlines of Scepticism,Sextus Empiricus,,https://drive.google.com/open?id=1Z7aX50SJUphmL8_znnm8baxWq_o2dP3c,
PHIL 230,Phaedo,Plato,,https://drive.google.com/open?id=13r1QfGSYvCW22uKcy47KnjuPozKOyWRB,
PHIL 230,Prolegomena to Any Future Metaphysics,Kant,,https://drive.google.com/open?id=1NVdlU10epfAoA86KiBbU2wOWh7sCuhxC,
PHIL 230,Prolegomena to Any Future Metaphysics (Hackett),Immanuel Kant,2,https://drive.google.com/open?id=1lGT1l-uYibZoQ_1XnU52pAoa9NQd36sD,9780872205932
PHIL 230,Seven Masterpieces of Philosophy,Steven M Cahn,1,https://drive.google.com/open?id=1wUtv17NP7vOIcnZUSa8ai6712YNf666l,
PHIL 230,Three Dialogues between Hylas and Philonous,George Berkeley,,https://drive.google.com/open?id=1hoOxWHXeY8PlhJd7tqy4clUz-f3mZi94,
PHIL 230,An Enquiry Concerning Human Understanding,"David Hume, E. Steinberg",2,https://drive.google.com/file/d/1aF36S_XfSQnxW6r19BUImhZEcsflqoCL/view?usp=sharing,9780872202290
PHIL 230,Meditations on First Philosophy,Descartes,1,https://drive.google.com/open?id=1bfKPyY8KbBnZkQrxQH9C_EfbMXB63M1b,
PHIL 230,Plato - Five Dialogues,Cooper,2,https://drive.google.com/open?id=1_H17Wq4wNs7dJPE-zrycR2bM5NkRsSxh,9780872206335
PHIL 230,The Modes of Scepticism,Annas J Barnes,1,https://drive.google.com/open?id=19Mt3FkDdR87tUMG_sv7GbL61Qy0e1tJR,
PHIL 231,Grounding for the Metaphysics of Morals,Immanuel Kant (translated by Ellington),,https://drive.google.com/open?id=1GCBs8prQa3yD5lywMcBhrpHdxa3RcUac,
PHIL 231,On Liberty (Hackett edition),J. S. Mills,1,https://drive.google.com/open?id=1tl28KTK6XAZRrVTYamScyylSUg-3QGab,9780915144433
PHIL 231,"Plato, Republic (Hackett edition)",G.M.A. Grube & C.D.C Reeve,2,https://drive.google.com/open?id=1Fqb9sGMQXRXMEJdtWKBKMk07b2H1tv2p,
PHIL 231,Utilitarianism,John Stuart Mill,,https://drive.google.com/open?id=1ZuliRaFtZ1UkCpk5CWqfnwHkcmzOnIi8,
PHIL 231,Marx: Selected Writings,Lawrence H. Simon,,https://drive.google.com/open?id=1eRdP8gMWkE9f3jnlqhUDCJ7qvTe93TMe,
PHIL 231,Plato - Republic,C. D. C. Reeve,,https://drive.google.com/open?id=1Ftf32YbpOBsaPaVbGKcdCPUtyGgb0j-h,
PHIL 321,Philosophy Of Science: A Very Short Introduction,Samir Okasha,2,https://drive.google.com/open?id=1Wqum_zFhaF2rQ2LQqW15dtCcOhAFpO-k,
PHIL 327,Robot Sex,John Danaher and Neil McArthur,,https://terrorgum.com/tfox/books/robotsex_socialandethicalimplications.pdf,
PHIL 328,The Ethics of War and Peace - An Introduction,Helen Frowe,3,https://drive.google.com/open?id=1wBuR6FU526r9dJkhqA0bcW8yxtWSnqm2,
PHIL 331,Ethical Theory: An Anthology,Russ Shafer-Landau,2nd,https://drive.google.com/open?id=1t6DUlZSQ_zZSMPbC4YAgdQMe54wvnC5-,
PHIL 339,"Bioethics: Principles, Issues, and Cases",Lewis Vaughn,5,https://drive.google.com/file/d/1NiCfB8s_axaMXcuSfRNY9YV8PptOTwVf/view?usp=sharing,
PHIL 339,"Bioethics: Principles, Issues, and Cases",Lewis Vaughn,4,https://drive.google.com/open?id=15YBsf-nqhAeBuTr_55Yc8PsiGCbCshu-,
PHIL 342,Philosophy of Religion: An Introduction,William L. Rowe,4,https://drive.google.com/open?id=1FHYzFjk_T5nMyEafCpebAtlZXgYFMdYh,
PHIL 412,Introduction to Philosophy: Epistemology,Brian Barnett,,https://drive.google.com/open?id=1oDopM8czdWXSd5Q0jjsLrCA6o2LgYnfz,
PHIL230,Prolegomena to Any Future Metaphysics (Hatfield translation),Kant,,https://drive.google.com/open?id=1rPh-FVlNHWULDD9XlYCpQmm6Mxk-I4dc,
PHYS 104,Conceptual Physics,Hewitt,12,https://drive.google.com/file/d/0B13KlEk6W4oySWM0V29fN2FTSG8/view?usp=sharing_eil&ts=5a55cdba,9780321909107
PHYS 111,The Elegant Universe,Brian Greene,,https://drive.google.com/open?id=1doaYD7SDNhgm48SKPXiTsI5nS7kctGtC,
PHYS 121,“College Physics: a strategic approach”,"Knight, Jones and Field",4th,https://libgen.rocks/ads.php?md5=f915b075ca4bcf5674e7076e29383201,9780134609034
PHYS 121,College Physics A Strategic Approach 4e,Randall D. Knight,4,https://drive.google.com/file/d/17jVXpskXf7vNUOmXVgrS1I3nwH9noGxe/view?usp=sharing,9780134609034
"PHYS 121, 122, 123",College Physics,"Knight, Jones, Field",3,https://drive.google.com/file/d/1OrGv5s3yFjiU-HxrPWjJnfN60VoIGWYQ/view,
PHYS 133,Tutorials in Introductory Physics and Homework (Used primarily in studio classes),"L.C. McDermott, et al.",,https://drive.google.com/open?id=1LDvK2QYxTcEyOP19XV6HRXoL-7xhUBDb,
PHYS 141,College Physics: A Strategic Approach,Randall D. Knight,3rd,https://drive.google.com/file/d/1ImIkZqFqxYHw06QXrZgecxxGYlzKZPUd/view?usp=sharing,
PHYS 141,"Online Solutions Physics for Scientists and Engineers: A Strategic Approach, Vol. 1 (Chs 1-21) (4th Edition)",Randall D. Knight (Professor Emeritus),4th,https://www.bartleby.com/textbooks/physics-for-scientists-and-engineers-a-strategic-approach-vol-1-chs-1-21-4th-edition-4th-edition/9780134110684/solutions,9780134110684
PHYS 141,Physics for Scientists and Engineers; a strategic approach,Randal D Knight,5,https://drive.google.com/open?id=1oi8GToX3QE22scPxiXmLtnmM92txewAS,9780137344871
PHYS 141,Student Workbook – Physics for Scientists and Engineers (corrected version),Randall D. Knight,4,https://drive.google.com/open?id=1ArNqoSILvAECF0ybhwW8LHxRfZa0ba-S,
"PHYS 141, 132, 133",Physics for Scientist and Engineers,Knight,4,https://drive.google.com/file/d/1GV-SMOgwefBS6-bmjoPie6_O9yOGysLP/view?usp=sharing,
"PHYS 141, 132, 133",Physics for Scientist and Engineers SOLUTION MANUAL,Knight,4,https://drive.google.com/file/d/1z6m00ihfTpfT_mqG4g9XSFugzFmNvcR4/view?usp=sharing,
PHYS 141/132/133,Physics for Scientists and Engineers,Randall D. Knight,4,https://drive.google.com/file/d/1VSddfU7PNA3XhqFgk5kG0qrWBfP9Y6t0/view?usp=sharing,
PHYS 143,Physics for Scientists and Engineers,Randall Knight,5,https://drive.google.com/open?id=1B7e_89XW59TRI0P00EGoJW2s1Jk2Ldlv,9780137344871
PHYS 206,Electronics with Discrete Components,Enrique J. Galvez,1,https://drive.google.com/open?id=1NM9heJbNdd77JVuHapSALpe88vxuVyUN,
PHYS 211,Modern Physics,Randy Harris,2,https://drive.google.com/open?id=19lDbb4xE_QoxSiwdKxHJOcOaPAH_u3qo,9780805303087
PHYS 211,Modern Physics (with IMPROVED PDF BOOKMARKS),Randy Harris,2,https://drive.google.com/open?id=1-lRWRtVIKic05Dd6wn9I5i5zXthaPm82,9780805303087
PHYS 211,Modern Physics,Randy Harris,2,https://drive.google.com/open?id=19yx_5WiCZP14nYodPlAhISFPytRncFhY,9780805303087
PHYS 211,Modern Physics [SOLUTIONS MANUAL],Randy Harris,2,https://drive.google.com/open?id=1KM7lhyvw4-CCkA8avZqDwHywmREcXa63,
"PHYS 211, 212",Modern Physics,Randy Harris,2,https://drive.google.com/open?id=1MCMU1eQoaa6XPbOLuCDFR2aAvNW_O9BR,9780805303087
PHYS 301,Statistical and Thermal Physics with Computer Applications,"Harvey Gould, Jan Tobochnik",,https://drive.google.com/file/d/1Nf-DMV0En8HVuwSQAEAsRXGBc2StNZoU/view?usp=sharing,
PHYS 301,Statistical and Thermal Physics With Computer Applications,"Harvey Gould, Jan Tobochnik",2,https://drive.google.com/file/d/1CdD62R1tYKjUZPnUfDfWHEGe_UidIpHz/view?usp=share_link,9780691201894
Phys 301,An introduction to thermal physics,Daniel V. Schroeder,,https://drive.google.com/open?id=1JeTpWDOoEBIaZrTUuLmUnpmS9wRBJrU6,
PHYS 302,Classical Dynamics of Particles and Systems,"Marion, Thornton",5,https://drive.google.com/file/d/18GyujG0-Xkf58HiyHFTKOzGk7-MOZj_m/view,9780534408961
PHYS 305,Classical Mechanics,John R. Taylor,,https://drive.google.com/open?id=1AnMDxZ0wOgL9lYIh7CStMP4V3hRGD9kP,
Phys 315,Introduction to Laser Technology,"Hitz, Ewing and Hecht",4th edition,https://ieeexplore-ieee-org.ezproxy.lib.calpoly.edu/xpl/ebooks/bookPdfWithBanner.jsp?fileName=6183552.pdf&bkn=6183552&pdfType=book,9780470916209
PHYS 320,Essen Mathematical Methods for the Physical Sciences,Riley,1,https://drive.google.com/open?id=1vENZHNodv7FZknfuzSv0lY6AMx8x5Mwm,
PHYS 320,Student Solution Manual for Essential Mathematical Methods for the Physical Sciences,Riley,1,https://drive.google.com/open?id=1W60_54eAJgeMWW9_Vup82YUc67Q04i-Y,
PHYS 322,Vibrations and Waves,George C. King,,https://epdf.pub/vibrations-and-waves-manchester-physics-series.html,
PHYS 323,Introduction to Optics,Pedrotti,3,https://drive.google.com/file/d/1_LrHDcSlg-yer5sb2MeKhqOfRL3XZZG6/view?usp=sharing,9780131499331
PHYS 323,Introduction to Optics Instructor Solutions Manual,Pedrotti,3,https://drive.google.com/file/d/1W5dl6x36oNzoafBn5PC2vu2aa-WnueGH/view?usp=sharing,
PHYS 323,Introduction to Optics,Pedrotti,3,https://drive.google.com/open?id=1Cxkb1jWJr9agFCD29s8Z7GK_qFGRlHP_,9780131499331
PHYS 340,"Error Analysis, An Introduction to",John R. Taylor,2,http://hep.ucsb.edu/courses/ph128_18f/Taylor.pdf,
PHYS 405,Intro to Quantum Mechanics [SOLUTION MANUAL],"David J. Griffiths, Darrell F. Schroeter",2,https://drive.google.com/open?id=1ITruBWjKiRSyx_fkRyjaMz8h_8hOG8Eu,
